case,cores,status,no_l2_makespan,cache_makespan,l2_relative_speedup,no_l2_added_copy_bytes,cache_added_copy_bytes,cache_partition_added_copy_bytes,cache_spill_added_copy_bytes,no_l2_cache_hit_rate,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_misses,official_evals,solver_seconds,plan_file,result_file
case_082,2,scored,352197,348668,1.010121376,847878,897286,897286,0,,0.172478264,193542,928582,33,287,8,32.057,results_problem3/case_082_2cores/best_plan.json,results_problem3/case_082_2cores/best_result.json.gz
case_082,3,scored,229004,228992,1.000052404,2185708,2185708,2185708,0,,0.311425605,571788,1264246,169,420,8,33.027,results_problem3/case_082_3cores/best_plan.json,results_problem3/case_082_3cores/best_result.json.gz
case_082,4,scored,180108,178367,1.009760774,3129874,2922962,2922962,0,,0.374167973,864786,1446438,277,543,8,36.283,results_problem3/case_082_4cores/best_plan.json,results_problem3/case_082_4cores/best_result.json.gz
case_082,5,scored,153699,152405,1.008490535,3234934,3234934,3234934,0,,0.406875737,1037206,1511990,362,478,8,35.236,results_problem3/case_082_5cores/best_plan.json,results_problem3/case_082_5cores/best_result.json.gz
case_083,1,scored,1057993,946145,1.118214439,13934688,13934688,0,13934688,,0.795868409,11829024,3034016,920,210,1,6.653,results_problem3/case_083_1cores/best_plan.json,results_problem3/case_083_1cores/best_result.json.gz
case_083,2,scored,497211,456221,1.089846807,6591072,6662752,989792,5672960,,0.749544428,5501824,1838400,93,286,8,29.674,results_problem3/case_083_2cores/best_plan.json,results_problem3/case_083_2cores/best_result.json.gz
case_083,3,scored,309025,295365,1.046247863,2678976,2673856,2141376,532480,,0.400426459,1382144,2069536,59,328,8,34.553,results_problem3/case_083_3cores/best_plan.json,results_problem3/case_083_3cores/best_result.json.gz
case_083,4,scored,242593,223029,1.087719534,3986208,3983136,3983136,0,,0.605207896,2766720,1804800,131,322,8,29.601,results_problem3/case_083_4cores/best_plan.json,results_problem3/case_083_4cores/best_result.json.gz
case_083,5,scored,202838,193143,1.050195969,5268864,5261696,5212544,49152,,0.290097252,1646592,4029408,119,450,8,29.669,results_problem3/case_083_5cores/best_plan.json,results_problem3/case_083_5cores/best_result.json.gz
case_084,1,scored,2507412,2507412,1.000000000,0,0,0,0,,0.000000000,0,9927786,0,4308,1,25.448,results_problem3/case_084_1cores/best_plan.json,results_problem3/case_084_1cores/best_result.json.gz
case_084,2,scored,1255052,1255052,1.000000000,0,0,0,0,,0.000000000,0,9927786,0,4308,8,99.107,results_problem3/case_084_2cores/best_plan.json,results_problem3/case_084_2cores/best_result.json.gz
case_084,3,scored,836220,836220,1.000000000,0,0,0,0,,0.000000000,0,9927786,0,4308,8,92.987,results_problem3/case_084_3cores/best_plan.json,results_problem3/case_084_3cores/best_result.json.gz
case_084,4,scored,629028,629028,1.000000000,0,0,0,0,,0.000000000,0,9927786,0,4308,8,87.704,results_problem3/case_084_4cores/best_plan.json,results_problem3/case_084_4cores/best_result.json.gz
case_084,5,scored,503472,503472,1.000000000,0,0,0,0,,0.000000000,0,9927786,0,4308,8,85.489,results_problem3/case_084_5cores/best_plan.json,results_problem3/case_084_5cores/best_result.json.gz
case_085,1,scored,3187899,3187899,1.000000000,0,0,0,0,,0.000000000,0,1655942,0,247,1,55.371,results_problem3/case_085_1cores/best_plan.json,results_problem3/case_085_1cores/best_result.json.gz
case_085,2,scored,1577630,1577629,1.000000634,2521478,2521478,2521478,0,,0.181451058,585732,2642312,94,847,1,22.969,results_problem3/case_085_2cores/best_plan.json,results_problem3/case_085_2cores/best_result.json.gz
case_085,3,scored,1066107,1065858,1.000233615,6678380,6678380,6678380,0,,0.339352863,1899660,3698230,561,1551,1,21.998,results_problem3/case_085_3cores/best_plan.json,results_problem3/case_085_3cores/best_result.json.gz
case_085,4,scored,829851,825808,1.004895811,8756146,8756146,8756146,0,,0.400144998,2744204,4113820,916,1647,1,20.367,results_problem3/case_085_4cores/best_plan.json,results_problem3/case_085_4cores/best_result.json.gz
case_085,5,scored,639555,634163,1.008502546,11658808,11658808,11658808,0,,0.440426636,3771538,4791836,1278,1818,1,20.572,results_problem3/case_085_5cores/best_plan.json,results_problem3/case_085_5cores/best_result.json.gz
case_086,1,scored,118403,118403,1.000000000,0,0,0,0,,0.000000000,0,321126,0,90,1,6.871,results_problem3/case_086_1cores/best_plan.json,results_problem3/case_086_1cores/best_result.json.gz
case_086,2,scored,61662,61621,1.000665358,584422,584422,584422,0,,0.202394220,147462,581126,49,311,8,34.063,results_problem3/case_086_2cores/best_plan.json,results_problem3/case_086_2cores/best_result.json.gz
case_086,3,scored,44844,44798,1.001026832,1034986,1034986,1034986,0,,0.375316476,379496,631640,163,413,8,37.165,results_problem3/case_086_3cores/best_plan.json,results_problem3/case_086_3cores/best_result.json.gz
case_086,4,scored,37756,36570,1.032430954,1373042,1373042,1373042,0,,0.318944395,394672,842760,218,509,8,37.864,results_problem3/case_086_4cores/best_plan.json,results_problem3/case_086_4cores/best_result.json.gz
case_086,5,scored,37019,33078,1.119142633,1625846,1625846,1625846,0,,0.364311961,511988,893368,347,484,8,39.563,results_problem3/case_086_5cores/best_plan.json,results_problem3/case_086_5cores/best_result.json.gz
case_087,1,scored,3974071,3969779,1.001081168,7902720,7902720,0,7902720,,0.183367768,2534400,11287004,550,2068,1,75.082,results_problem3/case_087_1cores/best_plan.json,results_problem3/case_087_1cores/best_result.json.gz
case_087,2,scored,2038494,2037975,1.000254665,25416412,25416412,15951580,9464832,,0.118153217,2383692,17790892,332,4097,1,33.984,results_problem3/case_087_2cores/best_plan.json,results_problem3/case_087_2cores/best_result.json.gz
case_087,3,scored,1362031,1355221,1.005025011,14417640,14417640,10946520,3471120,,0.510040134,9440290,9068626,2203,2264,1,26.718,results_problem3/case_087_3cores/best_plan.json,results_problem3/case_087_3cores/best_result.json.gz
case_087,4,scored,1039050,1024007,1.014690329,18544964,18544964,14889140,3655824,,0.517395705,11478908,10707028,2923,2608,1,27.229,results_problem3/case_087_4cores/best_plan.json,results_problem3/case_087_4cores/best_result.json.gz
case_087,5,scored,824974,811994,1.015985340,20694304,20694304,18207376,2486928,,0.491474145,11825094,12235366,3075,3039,1,27.128,results_problem3/case_087_5cores/best_plan.json,results_problem3/case_087_5cores/best_result.json.gz
case_088,1,scored,243623,243623,1.000000000,0,0,0,0,,0.000000000,0,1829730,0,234,1,3.559,results_problem3/case_088_1cores/best_plan.json,results_problem3/case_088_1cores/best_result.json.gz
case_088,2,scored,122130,122025,1.000860479,1087690,1087690,1087690,0,,0.160354077,434692,2276134,46,443,8,22.554,results_problem3/case_088_2cores/best_plan.json,results_problem3/case_088_2cores/best_result.json.gz
case_088,3,scored,86890,86565,1.003754404,1607178,1607178,1607178,0,,0.123807926,395652,2800040,124,467,8,26.307,results_problem3/case_088_3cores/best_plan.json,results_problem3/case_088_3cores/best_result.json.gz
case_088,4,scored,71858,69570,1.032887739,1900434,1900434,1900434,0,,0.073506446,253134,3190564,188,504,8,28.024,results_problem3/case_088_4cores/best_plan.json,results_problem3/case_088_4cores/best_result.json.gz
case_088,5,scored,67565,66662,1.013545948,1750102,1750102,1750102,0,,0.040542058,133586,3161412,156,539,8,29.157,results_problem3/case_088_5cores/best_plan.json,results_problem3/case_088_5cores/best_result.json.gz
case_089,1,scored,693092,693092,1.000000000,0,0,0,0,,0.000000000,0,402560,0,94,1,8.101,results_problem3/case_089_1cores/best_plan.json,results_problem3/case_089_1cores/best_result.json.gz
case_089,2,scored,346432,346432,1.000000000,238720,238720,238720,0,,0.000000000,0,641280,0,148,8,38.589,results_problem3/case_089_2cores/best_plan.json,results_problem3/case_089_2cores/best_result.json.gz
case_089,3,scored,232474,232474,1.000000000,960768,957696,957696,0,,0.405796480,454544,665584,75,299,8,50.044,results_problem3/case_089_3cores/best_plan.json,results_problem3/case_089_3cores/best_result.json.gz
case_089,4,scored,173512,173512,1.000000000,716160,716160,716160,0,,0.000000000,0,1118720,0,256,7,38.543,results_problem3/case_089_4cores/best_plan.json,results_problem3/case_089_4cores/best_result.json.gz
case_089,5,scored,138740,138740,1.000000000,954880,954880,954880,0,,0.000000000,0,1357440,0,310,8,42.856,results_problem3/case_089_5cores/best_plan.json,results_problem3/case_089_5cores/best_result.json.gz
case_090,1,scored,1178363,1178363,1.000000000,21233592,21233592,0,21233592,,0.000000000,0,23365560,0,659,1,3.166,results_problem3/case_090_1cores/best_plan.json,results_problem3/case_090_1cores/best_result.json.gz
case_090,2,scored,572687,481682,1.188931702,10507392,10506624,2404992,8101632,,0.724620213,9075816,3449112,95,233,8,14.880,results_problem3/case_090_2cores/best_plan.json,results_problem3/case_090_2cores/best_result.json.gz
case_090,3,scored,449438,355090,1.265701653,12490752,12466944,4571904,7895040,,0.644401639,9329616,5148336,137,246,8,15.275,results_problem3/case_090_3cores/best_plan.json,results_problem3/case_090_3cores/best_result.json.gz
case_090,4,scored,386202,282711,1.366066407,12990336,13488000,6762624,6725376,,0.614671124,9522072,5969256,149,287,8,16.702,results_problem3/case_090_4cores/best_plan.json,results_problem3/case_090_4cores/best_result.json.gz
case_090,5,scored,324975,236124,1.376289577,12256896,12091008,8847744,3243264,,0.594032019,8303256,5674536,222,338,8,18.227,results_problem3/case_090_5cores/best_plan.json,results_problem3/case_090_5cores/best_result.json.gz
case_091,1,scored,9186769,9168820,1.001957613,53947008,53947008,0,53947008,,0.105385792,6374016,54108672,1489,13970,1,78.733,results_problem3/case_091_1cores/best_plan.json,results_problem3/case_091_1cores/best_result.json.gz
case_091,2,scored,4541048,4543426,0.999476606,45687788,45687788,22423052,23264736,,0.173102801,5694208,27200742,1329,7973,1,41.055,results_problem3/case_091_2cores/best_plan.json,results_problem3/case_091_2cores/best_result.json.gz
case_091,3,scored,3033969,3023633,1.003418404,55675944,55675944,47565864,8110080,,0.294520002,12167744,29146068,2631,8506,1,40.311,results_problem3/case_091_3cores/best_plan.json,results_problem3/case_091_3cores/best_result.json.gz
case_091,4,scored,2281443,2279902,1.000675906,55834308,55834308,48648740,7185568,,0.374392794,16595168,27730386,4010,7642,1,38.562,results_problem3/case_091_4cores/best_plan.json,results_problem3/case_091_4cores/best_result.json.gz
case_091,5,scored,1885181,1876124,1.004827506,73487320,73487320,26191320,47296000,,0.275409513,21978176,57823628,5554,13886,1,29.688,results_problem3/case_091_5cores/best_plan.json,results_problem3/case_091_5cores/best_result.json.gz
case_092,1,scored,4815554,4333631,1.111205361,66000096,66000096,0,66000096,,0.793549596,52970464,13780832,4463,1040,1,66.386,results_problem3/case_092_1cores/best_plan.json,results_problem3/case_092_1cores/best_result.json.gz
case_092,2,scored,2518353,2219154,1.134825704,66503712,66503712,962144,65541568,,0.776912643,52275456,15010688,4292,1084,1,24.347,results_problem3/case_092_2cores/best_plan.json,results_problem3/case_092_2cores/best_result.json.gz
case_092,3,scored,1363431,1362606,1.000605457,6368448,6368448,6368448,0,,0.078656145,488320,5719968,25,977,1,13.713,results_problem3/case_092_3cores/best_plan.json,results_problem3/case_092_3cores/best_result.json.gz
case_092,4,scored,1443106,1222972,1.179999215,49115680,49115680,7298848,41816832,,0.673039363,32948992,16006528,2240,1314,1,15.202,results_problem3/case_092_4cores/best_plan.json,results_problem3/case_092_4cores/best_result.json.gz
case_092,5,scored,1204969,917058,1.313950699,30787968,30787968,8374656,22413312,,0.779978363,23832320,6722784,360,1188,1,12.566,results_problem3/case_092_5cores/best_plan.json,results_problem3/case_092_5cores/best_result.json.gz
case_093,1,scored,74205,74205,1.000000000,0,0,0,0,,0.000000000,0,573440,0,280,1,1.455,results_problem3/case_093_1cores/best_plan.json,results_problem3/case_093_1cores/best_result.json.gz
case_093,2,scored,37827,37827,1.000000000,8192,8192,8192,0,,0.000000000,0,581632,0,284,6,4.762,results_problem3/case_093_2cores/best_plan.json,results_problem3/case_093_2cores/best_result.json.gz
case_093,3,scored,25103,25103,1.000000000,16384,16384,16384,0,,0.000000000,0,589824,0,288,8,6.122,results_problem3/case_093_3cores/best_plan.json,results_problem3/case_093_3cores/best_result.json.gz
case_093,4,scored,19779,19779,1.000000000,24576,24576,24576,0,,0.000000000,0,598016,0,292,8,6.271,results_problem3/case_093_4cores/best_plan.json,results_problem3/case_093_4cores/best_result.json.gz
case_093,5,scored,15876,15876,1.000000000,32768,32768,32768,0,,0.000000000,0,606208,0,296,8,6.469,results_problem3/case_093_5cores/best_plan.json,results_problem3/case_093_5cores/best_result.json.gz
case_094,1,scored,94892,94892,1.000000000,0,0,0,0,,0.000000000,0,471328,0,104,1,1.268,results_problem3/case_094_1cores/best_plan.json,results_problem3/case_094_1cores/best_result.json.gz
case_094,2,scored,44003,44003,1.000000000,318244,318244,318244,0,,0.075077543,50976,628002,8,133,8,6.428,results_problem3/case_094_2cores/best_plan.json,results_problem3/case_094_2cores/best_result.json.gz
case_094,3,scored,30061,30061,1.000000000,433732,433732,433732,0,,0.221129664,175680,618786,23,134,8,6.924,results_problem3/case_094_3cores/best_plan.json,results_problem3/case_094_3cores/best_result.json.gz
case_094,4,scored,24044,24044,1.000000000,489316,489316,489316,0,,0.200501253,171360,683298,25,136,8,7.217,results_problem3/case_094_4cores/best_plan.json,results_problem3/case_094_4cores/best_result.json.gz
case_094,5,scored,23508,20712,1.134994206,489312,489312,489312,0,,0.169378188,157248,771136,33,133,8,6.635,results_problem3/case_094_5cores/best_plan.json,results_problem3/case_094_5cores/best_result.json.gz
case_095,1,scored,2084853,2084853,1.000000000,0,0,0,0,,0.000000000,0,8516508,0,1848,1,8.329,results_problem3/case_095_1cores/best_plan.json,results_problem3/case_095_1cores/best_result.json.gz
case_095,2,scored,1042890,1042890,1.000000000,0,0,0,0,,0.000000000,0,8516508,0,1848,8,36.482,results_problem3/case_095_2cores/best_plan.json,results_problem3/case_095_2cores/best_result.json.gz
case_095,3,scored,695775,695775,1.000000000,0,0,0,0,,0.000000000,0,8516508,0,1848,8,35.334,results_problem3/case_095_3cores/best_plan.json,results_problem3/case_095_3cores/best_result.json.gz
case_095,4,scored,524422,524422,1.000000000,0,0,0,0,,0.000000000,0,8516508,0,1848,8,35.682,results_problem3/case_095_4cores/best_plan.json,results_problem3/case_095_4cores/best_result.json.gz
case_095,5,scored,420852,420852,1.000000000,0,0,0,0,,0.000000000,0,8516508,0,1848,8,36.727,results_problem3/case_095_5cores/best_plan.json,results_problem3/case_095_5cores/best_result.json.gz
case_096,1,scored,84194,84194,1.000000000,0,0,0,0,,0.000000000,0,210260,0,114,1,2.063,results_problem3/case_096_1cores/best_plan.json,results_problem3/case_096_1cores/best_result.json.gz
case_096,2,scored,41875,41875,1.000000000,75608,75608,75608,0,,0.264412851,75584,210272,10,120,8,9.925,results_problem3/case_096_2cores/best_plan.json,results_problem3/case_096_2cores/best_result.json.gz
case_096,3,scored,27940,27816,1.004457866,178800,178800,178800,0,,0.455296665,176646,211334,29,140,8,10.924,results_problem3/case_096_3cores/best_plan.json,results_problem3/case_096_3cores/best_result.json.gz
case_096,4,scored,22623,22435,1.008379764,307996,307996,307996,0,,0.585720221,301708,213398,53,150,8,11.519,results_problem3/case_096_4cores/best_plan.json,results_problem3/case_096_4cores/best_result.json.gz
case_096,5,scored,18827,18827,1.000000000,218780,218780,218780,0,,0.350203971,149888,278114,29,129,8,10.386,results_problem3/case_096_5cores/best_plan.json,results_problem3/case_096_5cores/best_result.json.gz
case_097,1,scored,11491509,11491509,1.000000000,10584064,10584064,0,10584064,,0.000000000,0,14843904,0,3416,1,17.095,results_problem3/case_097_1cores/best_plan.json,results_problem3/case_097_1cores/best_result.json.gz
case_097,2,scored,5248026,5248936,0.999826632,38486016,38486016,19365888,19120128,,0.084140234,2064384,22470656,336,2314,8,83.285,results_problem3/case_097_2cores/best_plan.json,results_problem3/case_097_2cores/best_result.json.gz
case_097,3,scored,3475276,3474603,1.000193691,43806720,43806720,42602496,1204224,,0.262444053,7925760,22274048,1543,2320,8,91.879,results_problem3/case_097_3cores/best_plan.json,results_problem3/case_097_3cores/best_result.json.gz
case_097,4,scored,2580236,2580236,1.000000000,9043968,9043968,7667712,1376256,,0.000000000,0,12615680,0,2136,8,58.304,results_problem3/case_097_4cores/best_plan.json,results_problem3/case_097_4cores/best_result.json.gz
case_097,5,scored,2077977,2067298,1.005165680,44935168,45019136,45019136,0,,0.262110838,8310784,23396352,1544,2573,8,98.870,results_problem3/case_097_5cores/best_plan.json,results_problem3/case_097_5cores/best_result.json.gz
case_098,1,scored,177430,177430,1.000000000,0,0,0,0,,0.000000000,0,697912,0,147,1,1.979,results_problem3/case_098_1cores/best_plan.json,results_problem3/case_098_1cores/best_result.json.gz
case_098,2,scored,89102,89102,1.000000000,315548,315548,315548,0,,0.311227158,315392,697990,38,186,8,10.405,results_problem3/case_098_2cores/best_plan.json,results_problem3/case_098_2cores/best_result.json.gz
case_098,3,scored,61115,61115,1.000000000,442608,442608,442608,0,,0.387918274,442382,698018,67,200,8,11.009,results_problem3/case_098_3cores/best_plan.json,results_problem3/case_098_3cores/best_result.json.gz
case_098,4,scored,45978,45978,1.000000000,700764,700764,700764,0,,0.500853056,700444,698058,107,220,8,11.346,results_problem3/case_098_4cores/best_plan.json,results_problem3/case_098_4cores/best_result.json.gz
case_098,5,scored,39566,39193,1.009517006,438584,438584,438584,0,,0.385710263,438298,698042,69,212,8,11.805,results_problem3/case_098_5cores/best_plan.json,results_problem3/case_098_5cores/best_result.json.gz
case_099,1,scored,1622999,1618902,1.002530728,5484544,5484544,0,5484544,,0.252354650,2023424,5994752,494,1380,1,8.262,results_problem3/case_099_1cores/best_plan.json,results_problem3/case_099_1cores/best_result.json.gz
case_099,2,scored,800139,799799,1.000425107,3109120,3092736,3092736,0,,0.338335329,1699840,3324288,397,809,8,46.847,results_problem3/case_099_2cores/best_plan.json,results_problem3/case_099_2cores/best_result.json.gz
case_099,3,scored,535357,535017,1.000635494,4926976,4976128,4976128,0,,0.506800710,3510272,3416064,817,838,8,52.749,results_problem3/case_099_3cores/best_plan.json,results_problem3/case_099_3cores/best_result.json.gz
case_099,4,scored,402163,401934,1.000569745,6932480,6916096,6916096,0,,0.583539838,5124096,3656960,1196,869,8,53.702,results_problem3/case_099_4cores/best_plan.json,results_problem3/case_099_4cores/best_result.json.gz
case_099,5,scored,324419,323117,1.004029500,8645888,8527360,8527360,0,,0.653369481,6909952,3665920,1627,803,8,50.485,results_problem3/case_099_5cores/best_plan.json,results_problem3/case_099_5cores/best_result.json.gz
case_100,1,scored,151223,151223,1.000000000,0,0,0,0,,0.000000000,0,436006,0,171,1,1.797,results_problem3/case_100_1cores/best_plan.json,results_problem3/case_100_1cores/best_result.json.gz
case_100,2,scored,69123,68598,1.007653284,449164,449164,449164,0,,0.387952619,317952,501612,23,214,8,11.070,results_problem3/case_100_2cores/best_plan.json,results_problem3/case_100_2cores/best_result.json.gz
case_100,3,scored,44746,44537,1.004692727,743880,743880,743880,0,,0.487744214,527112,553602,48,230,8,11.998,results_problem3/case_100_3cores/best_plan.json,results_problem3/case_100_3cores/best_result.json.gz
case_100,4,scored,37217,35399,1.051357383,981228,981228,981228,0,,0.403753416,479244,707728,54,254,8,12.177,results_problem3/case_100_4cores/best_plan.json,results_problem3/case_100_4cores/best_result.json.gz
case_100,5,scored,36479,32608,1.118713199,1090056,1090056,1090056,0,,0.384975162,503576,804498,59,263,8,10.726,results_problem3/case_100_5cores/best_plan.json,results_problem3/case_100_5cores/best_result.json.gz
